title,slug,tour_url,region,duration_days,price_from
"Знакомьтесь, Беларусь!",znakomtes-belarus-3-dnya,https://kraski.travel/tours/znakomtes-belarus-3-dnya,Беларусь,3,14990
Золотая Казань,kazan-zolotaya-3-dnya,https://kraski.travel/tours/kazan-zolotaya-3-dnya,Татарстан,3,13120
Золотое кольцо за выходные,zolotoe-kolco-weekend-2-dnya,https://kraski.travel/tours/zolotoe-kolco-weekend-2-dnya,Центральная Россия,2,12990
Золотое кольцо: Царство Жар-птицы,zolotoe-kolco-zhar-ptitsa-3-dnya,https://kraski.travel/tours/zolotoe-kolco-zhar-ptitsa-3-dnya,Центральная Россия,3,25990
Золотой Казан и Красный город,kazan-i-yoshkar-ola-6-dnej,https://kraski.travel/tours/kazan-i-yoshkar-ola-6-dnej,Татарстан,6,43450
Июньские праздники в Беларуси,iyunskie-prazdniki-v-belarusi-4-dnya,https://kraski.travel/tours/iyunskie-prazdniki-v-belarusi-4-dnya,Беларусь,4,25900
"К зубрам, замкам и БелАЗам",belarus-k-zubram-zamkam-belazam,https://kraski.travel/tours/belarus-k-zubram-zamkam-belazam,Беларусь,5,28500
КавМинВоды — 5 курортных городов за 1 день,kavminvody-5-gorodov,https://kraski.travel/tours/kavminvody-5-gorodov,Кавказ,1,5000
Казань день за днём,kazan-den-za-dnyom-5-dnej,https://kraski.travel/tours/kazan-den-za-dnyom-5-dnej,Татарстан,5,36840
Казань на выходные,kazan-na-vyhodnye,https://kraski.travel/tours/kazan-na-vyhodnye,Татарстан,2,13740
Казань — сокровища Татарстана,kazan-sokrovishcha-tatarstana,https://kraski.travel/tours/kazan-sokrovishcha-tatarstana,Татарстан,4,25700
"Калининград: Куршская коса, Балтийск и янтарный берег",kaliningrad-zhd-avia-tur,https://kraski.travel/tours/kaliningrad-zhd-avia-tur,Калининградская область,9,53800
Классический Петербург — 7 дней,peterburg-klassicheskij-7-dnej,https://kraski.travel/tours/peterburg-klassicheskij-7-dnej,Санкт-Петербург,7,27840
Красивейший видовой тур по смотровым Лаго-Наки,krasivejshie-smotrovye-lago-naki-1-den,https://kraski.travel/tours/krasivejshie-smotrovye-lago-naki-1-den,Адыгея,1,3300
Краснодар: история и секреты города,krasnodar-istoricheskij-centr-ekskursiya,https://kraski.travel/tours/krasnodar-istoricheskij-centr-ekskursiya,Краснодарский край,1,950
Крым: большое путешествие на 5 дней,krym-bolshoe-puteshestvie,https://kraski.travel/tours/krym-bolshoe-puteshestvie,Крым,5,18600
Крым: Новый Свет — Феодосия — Мрия,krym-novyj-svet-mriya-2-dnya,https://kraski.travel/tours/krym-novyj-svet-mriya-2-dnya,Крым,2,12000
Крым: Фестиваль сакуры в Мрие и дворцы ЮБК,krym-mriya-dvorcy-jubk-2-dnya,https://kraski.travel/tours/krym-mriya-dvorcy-jubk-2-dnya,Крым,2,12000
"Крым: ЮБК, Новый Херсонес и Севастополь",krym-jubk-novyj-hersones-sevastopol,https://kraski.travel/tours/krym-jubk-novyj-hersones-sevastopol,Крым,2,12000
"Кубанская лоза: Лефкадия, винодельня «Мысхако» и вечер в Абрау",kubanskaya-loza-lefkadiya-myshako-abrau,https://kraski.travel/tours/kubanskaya-loza-lefkadiya-myshako-abrau,Краснодарский край,1,3000
Летний Петербург — 6 дней,peterburg-letnij-6-dnej,https://kraski.travel/tours/peterburg-letnij-6-dnej,Санкт-Петербург,6,40800
Лефкадия — Старый Парк — Шато-Пино,lefkadiya-staryj-park-shato-pino,https://kraski.travel/tours/lefkadiya-staryj-park-shato-pino,Краснодарский край,1,1900
"Лучшая весна в Грузии и Армении: 7 дней, две страны",gruziya-i-armeniya-7-dnej,https://kraski.travel/tours/gruziya-i-armeniya-7-dnej,Закавказье,7,54600
Малое Золотое кольцо России,maloe-zolotoe-kolco-4-dnya,https://kraski.travel/tours/maloe-zolotoe-kolco-4-dnya,Центральная Россия,4,28100
"Маршрут ВелоSea: Голубая бухта, смотровые и Геленджик",velosea-golubaya-buhta-gelendzhik,https://kraski.travel/tours/velosea-golubaya-buhta-gelendzhik,Краснодарский край,1,2800
Мезмай: Орлиная полка и Верхнекурджипское ущелье,mezmaj-orlinaya-polka-verhnekurdzhipskoe,https://kraski.travel/tours/mezmaj-orlinaya-polka-verhnekurdzhipskoe,Адыгея,1,3300
"Мезмай: Орлиная полка, Гуамское ущелье и термальные источники",mezmaj-orlinaya-polka-guamskoe-termy,https://kraski.travel/tours/mezmaj-orlinaya-polka-guamskoe-termy,Краснодарский край,1,3300
"Морской вояж: Голубая бездна, скала Парус, Геленджик",morskoj-voyazh-golubaya-bezdna-parus-gelendzhik,https://kraski.travel/tours/morskoj-voyazh-golubaya-bezdna-parus-gelendzhik,Краснодарский край,1,3000
Москва день за днём,moskva-den-za-dnyom-5-dnej,https://kraski.travel/tours/moskva-den-za-dnyom-5-dnej,Москва,5,39750
Москва на выходные,moskva-na-vyhodnye,https://kraski.travel/tours/moskva-na-vyhodnye,Москва,3,14100
Москва — столичные выходные,moskva-stolichnye-vyhodnye,https://kraski.travel/tours/moskva-stolichnye-vyhodnye,Москва,4,16600
Московская история за 7 дней,moskovskaya-istoriya-7-dnej,https://kraski.travel/tours/moskovskaya-istoriya-7-dnej,Москва,7,54950
Московский калейдоскоп,moskva-kalejdoskop-5-dnej,https://kraski.travel/tours/moskva-kalejdoskop-5-dnej,Москва,5,28600
Парад тюльпанов в Крыму и дворцы ЮБК,parad-tyulpanov-krym-dvorcy-2-dnya,https://kraski.travel/tours/parad-tyulpanov-krym-dvorcy-2-dnya,Крым,2,14600
Парад тюльпанов и Новый Херсонес,parad-tyulpanov-novyj-hersones-1-den,https://kraski.travel/tours/parad-tyulpanov-novyj-hersones-1-den,Крым,1,6500
Парк Краснодар и Парк Облаков: экскурсия с гидом,park-krasnodar-oblakov-ekskursiya,https://kraski.travel/tours/park-krasnodar-oblakov-ekskursiya,Краснодарский край,1,950
Парк Лога — сказочный парк у Каменска,park-loga-1-den,https://kraski.travel/tours/park-loga-1-den,Ростовская область,1,1900
Пасха в Абхазии: весна в стране души,pasha-v-abhazii-2-dnya,https://kraski.travel/tours/pasha-v-abhazii-2-dnya,Абхазия,2,16900
"Пасха в Атамани: казачьи традиции, Тамань и Лермонтов",pasha-v-atamani-1-den,https://kraski.travel/tours/pasha-v-atamani-1-den,Краснодарский край,1,2800
Пасха в Свято-Михайловском мужском монастыре,pasha-svyato-mihajlovskij-monastyr-1-den,https://kraski.travel/tours/pasha-svyato-mihajlovskij-monastyr-1-den,Адыгея,1,3000
Петербург и Валаам на метеоре — 5 дней,peterburg-i-valaam-5-dnej,https://kraski.travel/tours/peterburg-i-valaam-5-dnej,Санкт-Петербург,5,31340
Петербург и Выборг — 5 дней,peterburg-i-vyborg-5-dnej,https://kraski.travel/tours/peterburg-i-vyborg-5-dnej,Санкт-Петербург,5,35950
Петербург на выходные,peterburg-na-vyhodnye,https://kraski.travel/tours/peterburg-na-vyhodnye,Санкт-Петербург,3,7600
Петербург — Выборг — Карелия,peterburg-vyborg-kareliya-6-dnej,https://kraski.travel/tours/peterburg-vyborg-kareliya-6-dnej,Санкт-Петербург,6,40170
Петербург — ночные мосты и Павловск,peterburg-razvodye-mostov-5-dnej,https://kraski.travel/tours/peterburg-razvodye-mostov-5-dnej,Санкт-Петербург,5,16150
Петербург — от Петра до небоскрёба,peterburg-ot-petra-do-neboskreba,https://kraski.travel/tours/peterburg-ot-petra-do-neboskreba,Санкт-Петербург,3,19850
Петербургские истории с Выборгом — 7 дней,peterburg-istorii-vyborg-7-dnej,https://kraski.travel/tours/peterburg-istorii-vyborg-7-dnej,Санкт-Петербург,7,57400
Планческие скалы и конная ферма «Владимировка»,plancheskie-skaly-konnaya-ferma-vladimirovka,https://kraski.travel/tours/plancheskie-skaly-konnaya-ferma-vladimirovka,Краснодарский край,1,2600
Плато Бермамыт и Джилы-Су,bermamyt-dzhily-su,https://kraski.travel/tours/bermamyt-dzhily-su,Кавказ,1,4800
Плато Лаго-Наки и Азишская пещера,lago-naki-1-den,https://kraski.travel/tours/lago-naki-1-den,Адыгея,1,3500
"По водопадам Мезмая: Темнолесье, Университетский и Чинарёв",vodopady-mezmaya-temnolesye,https://kraski.travel/tours/vodopady-mezmaya-temnolesye,Краснодарский край,1,3300
Покажите нам Москву,moskva-pokazhite-nam-4-dnya,https://kraski.travel/tours/moskva-pokazhite-nam-4-dnya,Москва,4,31100
Поместье Голубицкое — Анапа — Супсех,golubickoe-anapa-supsex,https://kraski.travel/tours/golubickoe-anapa-supsex,Краснодарский край,1,1900
Портрет великого города — осень и зима,peterburg-portret-velikogo-goroda,https://kraski.travel/tours/peterburg-portret-velikogo-goroda,Санкт-Петербург,7,43625
Пятигорск и Кисловодск за 1 день,pyatigorsk-kislovodsk-1-den,https://kraski.travel/tours/pyatigorsk-kislovodsk-1-den,Кавказ,1,4500
"Рассвет на Ай-Петри, парад тюльпанов и дворцы Крыма",rassvet-aj-petri-parad-tyulpanov-dvorcy,https://kraski.travel/tours/rassvet-aj-petri-parad-tyulpanov-dvorcy,Крым,1,6600
Рафтинг и весна в Лаго-Наки,rafting-vesna-lago-naki,https://kraski.travel/tours/rafting-vesna-lago-naki,Адыгея,1,3000
Релакс-тур: замок Шато де Талю и Геленджик,relaks-shato-de-talyu-gelendzhik,https://kraski.travel/tours/relaks-shato-de-talyu-gelendzhik,Краснодарский край,1,3000
Родители с детьми в Петербурге — 7 дней,peterburg-roditeli-s-detmi-7-dnej,https://kraski.travel/tours/peterburg-roditeli-s-detmi-7-dnej,Санкт-Петербург,7,35010
"Самая красивая дорога России: Джилы-Су, Чегем и подножие Эльбруса",krasivaya-doroga-rossii-i-chegem-2-dnya,https://kraski.travel/tours/krasivaya-doroga-rossii-i-chegem-2-dnya,Кавказ,2,10200
Санкт-Петербург и Карелия за 9 дней,spb-kareliya-9-dnej,https://kraski.travel/tours/spb-kareliya-9-dnej,Санкт-Петербург,9,54900
Санкт-Петербург — шедевры Северной столицы,peterburg-shedevry-severnoj-stolicy,https://kraski.travel/tours/peterburg-shedevry-severnoj-stolicy,Санкт-Петербург,5,28620
Северная Осетия на выходные,severnaya-osetiya-weekend,https://kraski.travel/tours/severnaya-osetiya-weekend,Кавказ,2,12500
Семейные каникулы в Петербурге,peterburg-semejnye-kanikuly,https://kraski.travel/tours/peterburg-semejnye-kanikuly,Санкт-Петербург,5,26870
"Сказочное побережье: Старый Парк, Шато-Пино и Абрау-Дюрсо",skazochnoe-poberezhe-staryj-park-shato-pino-abrau,https://kraski.travel/tours/skazochnoe-poberezhe-staryj-park-shato-pino-abrau,Краснодарский край,1,3000
"Скала Чёртов Палец, Савранская канатная дорога и Лаго-Наки",chertov-palec-savranskaya-kanatnaya-lago-naki,https://kraski.travel/tours/chertov-palec-savranskaya-kanatnaya-lago-naki,Адыгея,1,3000
Солнечная Грузия: большой тур от Тбилиси до Батуми за 9 дней,solnechnaya-gruziya-bolshoj-tur-9-dnej,https://kraski.travel/tours/solnechnaya-gruziya-bolshoj-tur-9-dnej,Грузия,9,64500
Сочи + Абхазия из Ростова,sochi-abhazia-4-dnya,https://kraski.travel/tours/sochi-abhazia-4-dnya,Краснодарский край,4,15500
Сочи на выходные,sochi-na-vyhodnye,https://kraski.travel/tours/sochi-na-vyhodnye,Краснодарский край,2,15500
Стамбул Лайт: 5 дней с сопровождающим,stambul-lajt-5-dnej,https://kraski.travel/tours/stambul-lajt-5-dnej,Турция,5,39200
Стамбул: влюбиться за 5 дней,stambul-5-dnej-s-gidom,https://kraski.travel/tours/stambul-5-dnej-s-gidom,Турция,5,44300
Татарстан на 100 процентов,tatarstan-na-100-procentov,https://kraski.travel/tours/tatarstan-na-100-procentov,Татарстан,6,36840
Термальные источники «Водная Ривьера» и «Питейный дом» в Майкопе,termalnye-istochniki-vodnaya-rivera-pitejnyj-dom,https://kraski.travel/tours/termalnye-istochniki-vodnaya-rivera-pitejnyj-dom,Адыгея,1,3000
Термальные источники Адыгеи за 1 день,termy-adygei-1-den,https://kraski.travel/tours/termy-adygei-1-den,Адыгея,1,2900
Тешебские водопады и музей «Хлеба и Вина» в Архипо-Осиповке,teshebskie-vodopady-muzej-hleba-i-vina,https://kraski.travel/tours/teshebskie-vodopady-muzej-hleba-i-vina,Краснодарский край,1,3000
"Тур-восторг: Шато-Пино, смотровые, Старый Парк, Геленджик",tur-vostorg-shato-pino-staryj-park-gelendzhik,https://kraski.travel/tours/tur-vostorg-shato-pino-staryj-park-gelendzhik,Краснодарский край,1,3000
Тюльпаны и пионы Крыма,tyulpany-i-piony-kryma,https://kraski.travel/tours/tyulpany-i-piony-kryma,Крым,1,5900
"Тюльпаны мыса Опук, Кояшское озеро и Керчь",tyulpany-mysa-opuk-koyashskoe-kerch,https://kraski.travel/tours/tyulpany-mysa-opuk-koyashskoe-kerch,Крым,1,5500
Тюльпаны Ростовского заповедника и эко-тропы,tyulpany-rostovskogo-zapovednika-eko-tropy,https://kraski.travel/tours/tyulpany-rostovskogo-zapovednika-eko-tropy,Ростовская область,1,5900
"Фестиваль тюльпанов в Калмыкии: Страна Бумба, степи и барханы",festival-tyulpanov-kalmykiya-2-dnya,https://kraski.travel/tours/festival-tyulpanov-kalmykiya-2-dnya,Калмыкия,2,15000
"Фестиваль тюльпанов в Калмыкии: Элиста, хурулы и степные тюльпаны",festival-tyulpanov-kalmykiya-1-den,https://kraski.travel/tours/festival-tyulpanov-kalmykiya-1-den,Калмыкия,1,5800
Чарующая Беларусь,charuyushchaya-belarus-5-dnej,https://kraski.travel/tours/charuyushchaya-belarus-5-dnej,Беларусь,5,24900
Чегем и Язык тролля с красавицей Верхней Балкарией,chegem-yazyk-trollya-verhnyaya-balkariya-2-dnya,https://kraski.travel/tours/chegem-yazyk-trollya-verhnyaya-balkariya-2-dnya,Кавказ,2,12800
Чечня и Северная Осетия за 4 дня,chechnya-osetiya-4-dnya,https://kraski.travel/tours/chechnya-osetiya-4-dnya,Кавказ,4,16900
Шато де Талю — Геленджик — Старый Парк,shato-de-talyu-gelendzhik-staryj-park,https://kraski.travel/tours/shato-de-talyu-gelendzhik-staryj-park,Краснодарский край,1,3000
Элиста и степи Калмыкии,elista-kalmykiya-1-den,https://kraski.travel/tours/elista-kalmykiya-1-den,Калмыкия,1,5900
Эльбрус и Чегемские водопады,elbrus-i-chegem,https://kraski.travel/tours/elbrus-i-chegem,Кавказ,2,10500
"Эстетика и волшебство: Шато-Андре, усадьба Семигорье и Абрау",shato-andre-semigorye-abrau,https://kraski.travel/tours/shato-andre-semigorye-abrau,Краснодарский край,1,3000
"Юго-Восточное побережье Крыма: Судак, Новый Свет и Феодосия",yugo-vostochnoe-poberezhe-kryma-sudak-novyj-svet,https://kraski.travel/tours/yugo-vostochnoe-poberezhe-kryma-sudak-novyj-svet,Крым,1,5800
Я шагаю по Москве,moskva-ya-shagayu-6-dnej,https://kraski.travel/tours/moskva-ya-shagayu-6-dnej,Москва,6,30700
Язык тролля и Красавица Верхняя Балкария,yazyk-trollya-verhnyaya-balkariya-1-den,https://kraski.travel/tours/yazyk-trollya-verhnyaya-balkariya-1-den,Кабардино-Балкария,1,5600
